Point;A2OFRC;B2OFRC;BELTLL1;DABPRES;DABRAD;DUR;DV;EV1;EV2;EV3;FTRIGG;IP2OFRC;KNEEFRC;PDOF_H;PTFORCE;RIMFRC;S2OFRC;SLIPFRC;STWANGLE;STWCOMP;STWTRANS;YAWSF;Risk(45yrs|2ribfx)(%);LOGIT(risk);L1;L2;L3;L4;L5;L6;L7;L8;L9;L10;L11;L12;R1;R2;R3;R4;R5;R6;R7;R8;R9;R10;R11;R12
305;0.257;0.396;3.68;1.32;330;101;49.2;-1.16;1.73;-0.475;29.1;0.326;5.87;6.89;2.61;2.48;0.207;0.232;22.3;5.14;17.3;0.00828;7.07;-2.576364236;0.960838981;0.764502632;1.570718549;1.829067431;0.875319913;0.910412055;0.529508013;0.507995719;0.490808021;0.449328497;0.281200209;0.339985848;0.905992556;0.480540842;0.5985728;0.708119757;0.839057565;0.88474201;1.484943926;1.825073175;1.276239846;0.500611495;0.289195916;0.264129112
306;0.356;0.248;4.32;1.37;325;97.6;32.5;0.828;1.79;0.0363;39.9;0.272;8.55;-13;0.83;2.81;0.384;0.179;21.8;4.46;5.66;0.00519;0.13;-6.63461278;0.875228457;0.575276464;0.866265502;0.840614643;0.714458805;0.678813085;0.368400733;0.435009552;0.540148234;0.527238986;0.819195155;0.498456927;0.820640568;0.409241999;0.588312559;0.68230466;0.798427686;0.7724897;0.795390178;0.787841622;0.562880188;0.280104089;0.177131908;0.332910661
307;0.218;0.308;3.87;1.35;322;123;13;0.327;-1.33;-0.0127;24.8;0.263;9.9;-3.81;0.993;3.28;0.229;0.146;23.9;4.92;-22.5;0.00281;0;-13.75372673;0.175672059;0.368384947;0.498976326;0.411958434;0.265060994;0.173293694;0.155137677;0.17161502;0.180445786;0.138397794;0.134988967;0.114611816;0.277050817;0.128166855;0.147284952;0.171544577;0.252398592;0.335490657;0.417413842;0.355156045;0.20228487;0.121009105;0.08693554;0.075656967
308;0.288;0.267;3.18;1.21;364;115;27.3;-4.09;0.581;0.908;15.6;0.266;14.2;-14.9;1.63;3.01;0.228;0.18;24.6;5.25;12.3;0.00818;0.02;-8.336775744;0.385055831;0.524754776;0.782360043;0.75994432;0.564458501;0.433985703;0.320289494;0.291775702;0.376357068;0.564018171;0.710788462;0.217384263;0.624430412;0.31373722;0.385165843;0.456432626;0.53260508;0.65897922;0.738622947;0.697602937;0.464287167;0.267986488;0.201023091;0.170460192
309;0.291;0.261;2.84;1.18;318;110;25.9;-0.623;-0.751;-0.0407;11.4;0.356;9.51;-4.03;2.05;2.33;0.346;0.21;25.6;4.83;-24.3;0.0055;0.01;-9.342646761;0.29192681;0.525018014;0.696247444;0.650749076;0.446808059;0.368219265;0.239193998;0.25536716;0.277729519;0.204661698;0.169039436;0.229482888;0.322909094;0.196638471;0.188737502;0.224373373;0.410059933;0.662466418;0.795950461;0.703392923;0.479250727;0.260778121;0.216119667;0.17763474
310;0.281;0.305;3.39;1.44;331;115;18;0.549;-0.00147;0.557;57.4;0.229;6.26;-23.5;2.45;2.39;0.252;0.168;23;5.26;12.1;0.00867;0.03;-7.95818617;0.503637595;0.486387545;0.718409661;0.726537174;0.619407045;0.436272845;0.317815365;0.318665709;0.357298879;0.609135395;0.989526045;0.304853311;0.741924485;0.351146376;0.534627493;0.600802107;0.671354868;0.56413291;0.528542884;0.484821899;0.245214324;0.207803864;0.172136084;0.193625223
311;0.207;0.248;5.28;1.32;345;121;33.3;-1.19;0.199;-0.559;20.8;0.298;15.4;-37.5;1.83;1.61;0.384;0.0931;22;3.5;21.9;0.0052;2.37;-3.717353155;1.025099959;1.208775491;1.495938189;0.667405128;0.547106378;0.680287974;0.572041282;1.249129232;1.766290888;1.035769936;0.649847882;0.265066233;0.787417404;0.30403086;0.5599258;0.706803286;0.693511497;0.629488518;0.536674215;0.471642287;0.405398523;0.347856223;0.226166565;0.474390201
312;0.325;0.239;3.42;1.45;291;85.6;43.1;2.35;0.503;0.269;52.6;0.262;14.6;3.18;1.28;2.18;0.262;0.155;25.5;4.95;17.3;0.00771;38.97;-0.449332276;1.402378362;1.518176682;2.470049448;2.99609527;1.565891504;1.012200676;0.468969252;0.623235852;0.531007256;0.456098234;0.682247384;0.367141492;1.093245484;0.615088269;0.594757684;0.657195365;0.720167113;0.681809708;0.961961504;1.18718138;0.744881807;0.325801037;0.192449428;0.380763528
313;0.235;0.292;4.21;1.32;333;97.5;23.8;0.661;-0.197;-0.738;32;0.279;4.61;-22.8;1.87;3.6;0.339;0.0564;24.1;4.69;-17.5;0.00731;0.05;-7.510095435;0.554425316;0.550274272;0.829827599;0.739000831;0.561032956;0.428024167;0.304363109;0.302967709;0.387576665;0.611475809;1.050006691;0.357648893;0.634226529;0.292185228;0.472313538;0.526742032;0.628783368;0.71438197;0.734712137;0.617427984;0.353958551;0.257646479;0.27526496;0.195063639
314;0.215;0.207;3.25;1.24;325;84.1;32.1;2.59;-1.22;-1.54;10.5;0.372;8.52;-6.41;2.4;2.51;0.319;0.148;23.9;5;13.2;0.00665;0.49;-5.310031422;0.352791161;0.628600037;1.248248573;1.136434916;0.606896495;0.536883529;0.364221935;0.371763203;0.364870252;0.315169594;0.372641929;0.37913397;0.577595411;0.27311442;0.342907174;0.379643543;0.521459756;0.780751556;1.131389197;1.321058627;0.885201711;0.281012035;0.224018819;0.210868963
315;0.365;0.286;3;1.25;355;112;27.2;-0.302;-0.421;0.126;34.2;0.293;10.4;-3.05;1.69;2.11;0.351;0.155;25.7;5.04;-6.07;0.00394;0.02;-8.577385446;0.357163651;0.565084117;0.735211931;0.830695126;0.545704458;0.448566023;0.316860992;0.361962826;0.346347177;0.289676758;0.216550264;0.262200274;0.639023725;0.332811079;0.454528304;0.508788833;0.555655314;0.603726925;0.736172311;0.683131441;0.506524323;0.272544543;0.192098436;0.16712962
316;0.339;0.289;3.25;1.26;359;79.9;24.4;0.866;1.75;-0.77;45.5;0.226;5.2;0.102;1.68;2.75;0.32;0.0606;22.6;5.68;9.32;0.00856;0.13;-6.668894774;1.109841559;0.553485053;0.785298087;0.742121832;0.706132408;0.660021184;0.392494723;0.367304776;0.436671264;0.464980397;0.268441532;0.413705362;0.661140354;0.392734306;0.514438795;0.628776336;0.765365176;0.760366442;0.847959239;0.888649002;0.714513659;0.296298671;0.198855856;0.322565529
317;0.334;0.319;3.85;1.46;341;108;11.5;1.18;-2.12;0.00725;29.6;0.285;13.6;-5.11;2.46;2.4;0.334;0.188;23.1;5.13;10.4;0.00511;0;-12.64283842;0.225293241;0.397029147;0.499558216;0.462327106;0.380552071;0.258861366;0.174489862;0.14895777;0.231770007;0.247760466;0.313585997;0.151707861;0.325635308;0.157612946;0.298614334;0.440658815;0.440136949;0.371126691;0.343648926;0.296416832;0.19633905;0.168254587;0.145837164;0.171862193
318;0.389;0.358;3.86;1.45;330;117;20.1;-0.461;-1.62;0.0451;10.9;0.276;13.1;-17.3;1.36;1.27;0.237;0.152;22.5;5.78;-21.5;0.00994;0.01;-9.731195863;0.284759863;0.486499025;0.745311985;0.591902155;0.412653247;0.305010099;0.281077903;0.329508446;0.486405613;0.67843101;0.344339316;0.14895983;0.375803513;0.187091809;0.248647132;0.365686137;0.418264745;0.563294487;0.633079419;0.54151644;0.305169309;0.180940412;0.139886583;0.122875907
319;0.397;0.226;4.17;1.17;341;104;46;-1.4;0.728;0.514;32.5;0.211;16.7;-17.4;2.2;3.23;0.4;0.124;21.5;5.57;-7.57;0.00745;2.34;-3.730329515;1.975991391;0.597206689;1.204860862;0.977283996;0.739468634;0.773422979;0.522423955;0.820028502;1.06412787;0.719067687;0.40337597;0.454242527;0.842585135;0.447399262;0.667393068;0.820439309;0.993518252;1.01334285;0.934342854;0.944648217;0.578361331;0.347409141;0.197351445;0.422022259
320;0.301;0.352;2.81;1.22;358;101;21;-1.06;1.96;1.23;73.1;0.315;15.5;-12;2.06;4.07;0.352;0.178;24.5;7.15;12.3;0.0029;0.36;-5.627109676;1.792318001;1.131406426;0.733676367;0.617007306;0.467198668;0.309027219;0.199875887;0.206009974;0.242209435;0.245440518;0.162823533;0.3199636;0.81801014;0.390749285;0.399386743;0.396719575;0.427938392;0.37160716;0.309400191;0.311575131;0.242258608;0.220997911;0.176502054;0.364130782
321;0.224;0.349;4.66;1.17;345;98.6;32.9;0.688;-1.99;0.882;6.75;0.231;14.2;2.76;1.54;0.999;0.25;0.0882;23.1;3.99;12.6;0.00787;4.22;-3.123382435;0.335628726;0.855577271;1.637003943;2.09588483;0.776420627;0.537732383;0.376846944;0.406032475;0.430798111;0.323789078;0.300308317;0.279758126;0.41849548;0.264505786;0.278680725;0.403621839;0.520750042;0.715748454;0.926602539;1.44623369;1.077145245;0.436160481;0.260260212;0.188960601
322;0.237;0.218;4.89;1.23;331;130;24.8;-1.23;0.000719;0.973;27;0.251;11.2;-38.9;2.05;1.96;0.328;0.11;22.2;3.85;-17.5;0.0086;0.03;-8.048744609;0.783244148;0.43634465;0.865636766;0.56388271;0.414562272;0.403598836;0.40191533;0.599413039;0.773581956;0.724475225;0.823986903;0.207574456;0.461586472;0.225962605;0.360508589;0.508895516;0.530583644;0.55534374;0.516962307;0.395456655;0.229480234;0.198054756;0.126062101;0.196684455
323;0.228;0.209;3.64;1.26;333;144;23.8;-2.32;-3.11;-0.00697;9.91;0.269;7.85;-42.2;2.17;3.14;0.328;0.0504;22.3;5.83;-5.32;0.00466;0.01;-8.84355689;0.731362589;0.568137737;0.692897663;0.550536253;0.450186105;0.388107379;0.371018564;0.424112147;0.535546569;0.745872827;0.600148086;0.221116049;0.473220879;0.233503128;0.32555901;0.488313753;0.588170951;0.637684949;0.578828435;0.430695852;0.187993119;0.199973024;0.139702752;0.163144362
324;0.307;0.294;3.24;1.23;332;86.8;22.6;-1.49;0.481;0.293;7.86;0.333;17.8;5.15;1.9;2.56;0.222;0.234;22;6.34;24.8;0.00677;0.01;-9.126193814;0.263873022;0.633494975;0.742742699;0.819986779;0.507803401;0.337674562;0.268464372;0.291929557;0.316972076;0.223908387;0.223984011;0.220795558;0.372241903;0.211176323;0.317816297;0.372955832;0.438724365;0.534017012;0.657735718;0.68380977;0.520004146;0.224694726;0.222092401;0.176105241
325;0.263;0.295;4.89;1.29;309;124;66.7;0.436;0.782;0.843;42.8;0.269;5.71;-14.3;2.4;2.5;0.247;0.0396;24;3.43;17.1;0.00789;27.18;-0.985858051;2.403688058;1.067091059;1.648879051;1.628246531;1.184220705;1.428049151;0.667767134;0.957903266;1.772565208;1.513538696;0.938095618;0.430812128;1.646132953;0.494068302;0.748219108;1.027787384;1.259214524;1.124960184;1.144590601;1.240613777;0.761386892;0.528540136;0.380522921;1.368592773
326;0.371;0.28;3.74;1.36;349;98;10.2;1.41;0.217;-0.434;35.3;0.385;13.3;-1.81;1.14;1.61;0.354;0.195;25.8;6.17;26;0.00461;0;-12.37309861;0.257187313;0.368066644;0.482544675;0.536621874;0.430852594;0.273116026;0.180205691;0.177344284;0.178248191;0.171423273;0.275922241;0.134580175;0.390755432;0.189780782;0.396186206;0.452289497;0.421538111;0.34558645;0.295642973;0.273900223;0.144552311;0.170022971;0.129054743;0.138871325
327;0.204;0.376;3.84;1.23;343;116;47.9;1.02;1.05;0.623;21.1;0.254;9.63;1.1;1.88;1.43;0.25;0.234;24.4;4.83;1.65;0.00774;3.91;-3.201819287;0.345033384;0.786053296;1.581785083;1.809151843;0.761269731;0.551804295;0.394186703;0.426069833;0.451410143;0.390431541;0.12890083;0.258545671;0.662665023;0.332515151;0.413493579;0.493710907;0.624024216;1.023235545;1.553323679;1.437901985;0.843161438;0.376578164;0.25115849;0.198935997
328;0.36;0.21;3.21;1.32;323;105;16.7;1.4;0.923;-0.185;17.3;0.399;12.3;-30.5;1.84;3.22;0.324;0.221;23.3;5.1;19.9;0.00732;0;-11.36524981;0.413537305;0.371964322;0.586128002;0.429407135;0.340159819;0.258257682;0.327995839;0.384884002;0.486812647;0.626069214;0.383378798;0.163058273;0.345775089;0.167047256;0.189640233;0.324703613;0.355859892;0.429483457;0.372925098;0.267378055;0.167250365;0.142657908;0.149247691;0.176554127
329;0.351;0.294;4.15;1.4;335;102;13.3;-1.38;3.12;0.628;83.2;0.267;6.14;7.4;2.65;3.27;0.266;0.123;22.3;4.29;25.8;0.00838;0.02;-8.535376348;0.854835287;0.789205544;0.821365044;0.565557228;0.577006256;0.444131624;0.274612987;0.281555252;0.272473763;0.268661929;0.146844401;0.240113633;0.766426325;0.357747753;0.404337421;0.474682078;0.533567835;0.440983102;0.292856619;0.240735826;0.185063237;0.18531268;0.141586887;0.203640945
330;0.366;0.325;3.56;1.15;357;121;22.4;-1.55;-1.61;0.0727;7.21;0.346;12;-18.1;1.56;3.19;0.326;0.184;22.7;5.37;-1.15;0.00843;0.01;-9.280631794;0.456078304;0.495685916;0.780351507;0.653089304;0.443467684;0.337760453;0.281433854;0.341071282;0.463814288;0.687334873;0.471383752;0.202690484;0.397604378;0.203210698;0.209683576;0.26386939;0.408520037;0.603711791;0.671114726;0.566004496;0.316333049;0.194272469;0.154526916;0.135188363
331;0.316;0.394;3.58;1.42;316;156;15.3;1.15;-0.323;0.0785;9.03;0.38;5.15;-18;1.82;3.08;0.295;0.126;21.2;6.18;-17;0.00631;0;-13.53256371;0.234072097;0.372514315;0.584273832;0.393825443;0.29676978;0.207115128;0.168440375;0.206588977;0.3177898;0.311927451;0.157076388;0.107557164;0.212923205;0.122104422;0.117245864;0.136001187;0.227588532;0.308860349;0.338720833;0.251766201;0.138427445;0.158923713;0.100701279;0.161961396
332;0.25;0.212;4;1.17;344;99.4;39.8;-1.56;0.00485;-0.269;19.4;0.286;7.32;-29.6;2.04;2.96;0.32;0.108;23.7;3.6;-19;0.00683;5.89;-2.772365663;1.674524136;0.669727428;1.795577817;1.085542422;0.786069967;0.63850861;0.679462682;1.492773648;1.608305611;0.889524259;0.690452941;0.340894493;0.768031878;0.420367764;0.777318468;0.856435671;0.882703625;0.920694787;0.911740214;0.770445075;0.464676926;0.409220811;0.225535338;0.593537558
333;0.264;0.322;4.85;1.3;358;142;29.9;-0.943;0.889;-0.782;92.3;0.254;4.67;-13.4;1.08;3.24;0.351;0.247;24.6;3.68;-27.4;0.00729;0.72;-4.932814095;0.749501958;0.487011252;0.447658869;0.219672639;0.219079759;0.277412659;0.408254704;0.425220141;0.36092326;0.44135768;0.175368716;0.269488804;1.133682486;1.240736898;1.335094683;1.40116429;0.878191739;0.657749455;0.59177829;0.565369986;0.348608149;0.279168831;0.216954621;0.465595629
334;0.396;0.208;3.77;1.44;308;119;35.5;0.116;-1.06;0.234;34.3;0.249;10;-15.3;2.63;2.31;0.227;0.242;23.9;5.09;13.9;0.00571;0.21;-6.151703008;0.427547097;0.596793555;1.188374497;1.02520436;0.711960718;0.552560482;0.366660394;0.388027448;0.414573075;0.529230619;0.967414305;0.389759173;0.804723892;0.404355675;0.583004346;0.640362641;0.694032619;0.807766337;0.832050201;0.774943782;0.535752438;0.271542557;0.168485136;0.23468642
335;0.259;0.291;3.76;1.26;317;110;36.5;-1.36;-1.94;0.478;49.4;0.231;13.7;-12.2;1.12;1.88;0.244;0.162;22.5;4.81;-23.2;0.0103;0.67;-5.003766902;1.666241139;0.805129297;0.80242753;0.754836295;0.6874457;0.684181927;0.404029433;0.449606916;0.520307617;0.438386248;0.311711454;0.357076316;1.208757609;0.426178472;0.617211033;0.732757198;0.851334166;0.73086163;0.775597664;0.747507252;0.51242793;0.276859174;0.147643301;0.323628564
336;0.368;0.285;2.89;1.34;327;93.2;31.7;-0.663;1.02;-0.254;20.3;0.269;9.62;9.84;1.79;2.4;0.272;0.111;21.4;5.4;-4.58;0.00618;0.06;-7.48896699;0.327458302;0.653780019;0.760101387;1.064839959;0.648131501;0.499469601;0.322622643;0.327491877;0.332498224;0.277009001;0.228787912;0.213232567;0.510241417;0.364522706;0.501874695;0.561043294;0.613843184;0.590521703;0.791071728;0.841176137;0.671535358;0.296445005;0.309988577;0.190599996
337;0.315;0.258;4.23;1.37;307;126;32.4;0.158;-0.949;0.466;35.4;0.372;12.1;-14.7;1.24;4.12;0.244;0.14;25.8;5.26;2.1;0.00995;0.09;-7.032224567;0.533014489;0.587899238;1.008701697;0.859564915;0.606341241;0.507932855;0.518235983;0.368235051;0.388153549;0.595039735;0.871295482;0.24480382;0.659989426;0.334744225;0.473882211;0.548257167;0.620954204;0.792117976;0.829011016;0.745010609;0.500081014;0.262653315;0.15089704;0.167115405
338;0.265;0.333;4.75;1.37;305;103;42.1;0.568;-1.02;0.422;40.4;0.348;4.44;-2.97;1.83;3.92;0.312;0.252;24.4;3.11;-0.806;0.00619;22.41;-1.242399927;0.53239814;0.971454289;2.14269571;2.0710418;1.365322154;0.924808532;0.556323631;0.570122618;0.583446119;0.593608385;0.287928223;0.471260678;0.842669327;0.469292654;0.657964544;0.730505213;0.896477513;1.436372567;1.948958077;1.814024523;1.375149935;0.60006706;0.296987081;0.283822627
339;0.239;0.229;4.68;1.38;315;115;31.1;-0.328;0.57;1.07;15.2;0.394;16;-14;1.71;3.24;0.225;0.167;21.2;2.86;-13.9;0.0046;0.05;-7.578897237;0.368727325;0.601063808;0.996275339;0.808052719;0.51886146;0.410414347;0.305239344;0.314214639;0.461140415;0.687057478;0.271004182;0.212821178;0.452664495;0.233867276;0.360036059;0.478033256;0.547479698;0.760869309;0.86527532;0.787365157;0.515798619;0.238233549;0.213676039;0.15998556
340;0.352;0.373;3.36;1.26;349;124;11.8;-1.11;-0.766;0.527;39.5;0.31;6.19;-28.7;1.9;3.37;0.363;0.112;23.1;6.53;17.4;0.00524;0;-12.31802196;0.269142562;0.34688171;0.470951293;0.48807729;0.391828967;0.258203247;0.202038791;0.235192152;0.391365401;0.51016463;0.272589107;0.126277294;0.415110728;0.199752441;0.319761736;0.370410923;0.38469967;0.352642243;0.31288988;0.278834091;0.141434884;0.172807951;0.097430131;0.171039382
341;0.381;0.35;3.79;1.25;329;128;31;0.497;-0.374;0.611;11.3;0.205;13.2;2.03;2.02;3.35;0.288;0.157;21.4;4.68;3.69;0.0107;0.07;-7.213553387;0.321780005;0.666880561;0.993284769;1.172879152;0.52820174;0.36594104;0.316524832;0.32814506;0.381318619;0.256052171;0.210210495;0.200609933;0.320398947;0.180511421;0.221324689;0.284729339;0.415622862;0.665491167;0.809352566;0.792760216;0.523609435;0.233320496;0.204213848;0.177653122
342;0.214;0.284;4.17;1.44;303;121;16.4;-0.932;1.28;0.165;6.97;0.335;11.1;-5.82;1.41;2.25;0.313;0.152;22.7;3.93;6.58;0.00709;0;-13.3192056;0.214439374;0.426308159;0.518436218;0.426840736;0.282181054;0.18678843;0.160237844;0.174449384;0.232701167;0.240508793;0.25766769;0.111330487;0.256114057;0.130292471;0.145258266;0.156394369;0.257185753;0.358655211;0.422617421;0.344520481;0.185240258;0.144134578;0.093885843;0.117958582
343;0.257;0.379;3.12;1.33;362;102;36.2;1.82;-1.81;0.335;21.3;0.368;11.7;-21.6;1.47;2.69;0.202;0.0914;24;5.19;-28.2;0.00853;0.45;-5.403982192;0.727097224;0.527557591;1.562827826;0.911738817;0.690112961;0.624109665;0.395155651;0.700064562;0.931221806;0.561646279;0.795408431;0.609681569;0.767487241;0.33780185;0.468210224;0.592258805;0.679305661;0.800286233;0.852103066;0.74376245;0.452738209;0.287554064;0.160219392;0.218020217
344;0.372;0.35;1.64;1.26;351;109;23.1;-1.03;-0.363;-0.295;43.5;0.341;11.1;1.46;1.28;3.73;0.326;0.144;21.6;5.16;13.8;0.00984;0.01;-9.798373231;0.477626268;0.459948229;0.560279842;0.563464034;0.566947507;0.468498887;0.280834362;0.240450236;0.294934446;0.31200971;0.179990346;0.283428235;0.695568649;0.31097969;0.448800158;0.506162411;0.584635744;0.5277541;0.55327625;0.528142182;0.345138134;0.226572505;0.170827867;0.150999241
345;0.313;0.395;3.58;1.45;314;114;18.1;1.47;0.213;-0.353;41;0.309;8.38;-15.7;2.39;2.9;0.381;0.103;22.1;6.22;-16.7;0.00968;0;-10.56604149;0.343220797;0.444138795;0.648491271;0.530089764;0.386853539;0.287613738;0.220844499;0.245215138;0.376756629;0.570960017;0.39018516;0.194482785;0.430660695;0.203085388;0.336886919;0.469729537;0.515134446;0.494699087;0.525750127;0.451117801;0.24080174;0.203520106;0.118567352;0.213516667
346;0.383;0.283;3.81;1.24;317;123;27.5;-1.65;0.426;-0.552;6.86;0.264;16.3;-5.6;1.74;3.41;0.33;0.298;22.6;4.18;-6.17;0.00546;0.02;-8.3112361;0.289527746;0.652061589;0.916271657;0.815700181;0.509945769;0.337330904;0.297072623;0.315302494;0.343594328;0.244747964;0.224918779;0.193537911;0.34857993;0.214967923;0.215685018;0.276382756;0.413228804;0.68650418;0.810073316;0.719517795;0.463919295;0.260225381;0.207703724;0.142344064
347;0.328;0.324;3.47;1.19;314;95.4;10.9;-2.47;-1.89;-0.715;51.8;0.243;14.5;-5;2;3.16;0.266;0.0943;21.3;5.02;-11.2;0.0083;0;-12.93759846;0.269396463;0.314871012;0.519881118;0.468967482;0.337059237;0.223846617;0.154477882;0.170357688;0.210273243;0.187201612;0.112693408;0.184226607;0.340040773;0.199654163;0.285453117;0.318859005;0.359989447;0.351912365;0.41738865;0.389525201;0.197162549;0.214022351;0.076725188;0.16078949
348;0.388;0.295;3.83;1.37;325;119;29.1;-1.57;1.06;0.275;37;0.296;17.7;-7.29;1.8;2.47;0.345;0.285;22.1;6.34;17.8;0.00782;0.06;-7.353283618;0.487922505;0.599881215;0.800898299;0.91616204;0.704341941;0.590283796;0.35931929;0.40945583;0.470583187;0.448827725;0.348561723;0.345608103;0.854337495;0.406388193;0.573126413;0.640559569;0.734845083;0.714177033;0.74127363;0.719881291;0.51852027;0.31172256;0.167707808;0.206625834
349;0.316;0.337;3.71;1.51;326;102;27.9;-0.428;0.761;0.499;23;0.3;5.44;-16.5;1.42;1.71;0.286;0.227;22.2;5.37;16.6;0.00445;0.05;-7.542788273;0.452210382;0.554344943;0.785604492;0.811390579;0.832621101;0.513717486;0.308344886;0.3224727;0.456167618;0.678725168;0.771125918;0.18323469;0.774948625;0.410980824;0.566241937;0.643261382;0.691915723;0.666212756;0.650217477;0.569079863;0.322828721;0.294684363;0.284671853;0.189798605
350;0.253;0.22;5.44;1.32;327;129;27.8;-0.982;-1.67;-0.55;11;0.218;11.4;-1.02;1.88;2.35;0.362;0.236;22.5;3.7;-5.65;0.00856;0.1;-6.870500781;0.307045365;0.701903785;1.173554175;1.075378153;0.569602475;0.440078462;0.328309275;0.342490873;0.426850654;0.271123997;0.24706875;0.237953127;0.352455908;0.19297417;0.274099945;0.318434206;0.418814644;0.663264655;0.850122981;0.82258014;0.6012436;0.25116636;0.225611287;0.163632934
351;0.397;0.395;5.33;1.31;347;98.5;25.8;1.21;1.3;-0.728;54.4;0.336;10;-24.4;1.52;2.43;0.235;0.157;22.3;2.5;-22.3;0.00768;0.12;-6.764745888;0.955178123;0.582478428;0.696163857;0.700226147;0.625742553;0.573252933;0.352931698;0.446989527;1.004163641;0.889100134;0.286002876;0.319774542;0.715498393;0.345943961;0.572608784;0.709592737;0.812482182;0.710849883;0.675514946;0.646346575;0.376453809;0.305603188;0.170011178;0.242112903
352;0.382;0.282;5.11;1.35;329;96;26.4;0.00843;0.1;-0.0257;3.5;0.277;8.82;-24;2.24;2.57;0.369;0.18;24.5;3.16;13.4;0.00766;0.06;-7.42437383;0.519419648;0.571340043;1.102837268;0.768486271;0.529908249;0.439836225;0.371688907;0.439419318;0.546760997;0.76813316;0.661490159;0.172421639;0.495063746;0.258014863;0.293288659;0.43750382;0.597559242;0.77165775;0.760819484;0.588740641;0.29005562;0.226651342;0.365031976;0.153554336
